name,genre,year_of_release,publisher,sales,critic_score,user_score,developer,rating,platform
Dead Rising,Action,2016,Capcom,0.04,78,6.6,Capcom,M,PS4
Surf's Up,Sports,2007,Ubisoft,0.04,59,5.1,Ubisoft,E10+,PS3
Colin McRae Rally 3,Racing,2002,Codemasters,0.04,86,7.4,Codemasters,E,XB
TMNT,Action,2007,Ubisoft,0.04,42,2.2,Ubisoft,E10+,DS
LEGO Jurassic World,Action,2015,Warner Bros. Interactive Entertainment,0.04,72,7.1,TT Games,E10+,PC
Pro Race Driver,Racing,2003,Codemasters,0.04,80,7.5,Codemasters,T,XB
FIFA World Cup Germany 2006,Sports,2006,Electronic Arts,0.04,71,7.2,EA,E,DS
Rugby 08,Sports,2007,Electronic Arts,0.04,74,7.4,EA,E,PS2
Bionicle Heroes,Shooter,2007,Other,0.04,52,5.8,Traveller's Tales,E10+,Wii
Harry Potter and the Order of the Phoenix,Action,2007,Electronic Arts,0.04,63,7.1,EA,E10+,PC
Just Dance 2017,Misc,2016,Ubisoft,0.04,75,8,Ubisoft,E10+,XOne
TOCA Race Driver 3,Racing,2006,Codemasters,0.03,84,8,Codemasters,E10+,XB
WRC: FIA World Rally Championship,Racing,2005,Sony Computer Entertainment,0.03,67,7.8,Traveller's Tales,E,PSP
The Sum of All Fears,Shooter,2003,Ubisoft,0.03,36,3.4,Ubisoft,T,GC
FIFA World Cup: Germany 2006,Sports,2006,Electronic Arts,0.03,57,6.9,EA,E,GBA
Prince of Persia: The Forgotten Sands,Action,2010,Ubisoft,0.03,75,6.6,Ubisoft,T,PC
DiRT Rally,Racing,2016,Codemasters,0.03,86,8.7,Codemasters,E,PC
F1 2002,Racing,2002,Electronic Arts,0.03,72,7.8,EA,E,GC
Rabbids Land,Misc,2012,Ubisoft,0.03,52,5.2,Ubisoft,E10+,WiiU
Rayman 3: Hoodlum Havoc,Platform,2003,Ubisoft,0.03,74,8.3,Ubisoft,E,PC
Klonoa 2: Dream Champ Tournament,Platform,2002,Other,0.03,78,9.3,Namco,E,GBA
SimCity,Simulation,1988,Other,0.03,64,2.2,Maxis,E10+,PC
Harry Potter and the Half-Blood Prince,Action,2009,Electronic Arts,0.03,64,6.1,EA,E10+,PC
NBA 08,Sports,2007,Sony Computer Entertainment,0.03,75,7.5,EA,E,PSP
NBA 2K13,Sports,2012,Take-Two Interactive,0.03,90,6.8,Visual Concepts,E,PC
Resident Evil 4,Action,2007,Ubisoft,0.03,76,7.4,Capcom,M,PC
LEGO Pirates of the Caribbean: The Video Game,Action,2011,Other,0.03,73,6.6,Traveller's Tales,E10+,PC
LEGO Harry Potter: Years 1-4,Action,2010,Warner Bros. Interactive Entertainment,0.03,79,7.9,Traveller's Tales,E10+,PC
Gotcha Force,Shooter,2003,Capcom,0.03,56,8.2,Capcom,E,GC
Jet Grind Radio,Action,2003,Other,0.03,74,9.3,Vicarious Visions,E,GBA
NHL 07,Sports,2006,Electronic Arts,0.03,75,7.7,EA,E10+,XB
Medal of Honor: Vanguard,Shooter,2007,Electronic Arts,0.03,63,6.1,EA,T,PS2
Super Monkey Ball Adventure,Platform,2006,Other,0.03,53,6.7,TT Games,E,PS2
MySims,Simulation,2008,Electronic Arts,0.03,70,6.4,EA,E,PC
The Sims 2: Bon Voyage,Simulation,2007,Electronic Arts,0.03,74,7.3,Maxis,T,PC
Battlefield 2142,Shooter,2006,Electronic Arts,0.03,80,6.8,EA,T,PC
Lost Planet 2,Shooter,2010,Capcom,0.03,63,6.3,Capcom,T,PC
GRID Autosport,Racing,2014,Codemasters,0.02,78,6.2,Codemasters,E,PC
Steel Battalion: Line of Contact,Simulation,2004,Capcom,0.02,70,8,Capcom,T,XB
NBA Starting Five,Sports,2002,Konami Digital Entertainment,0.02,48,5.5,Konami,E,XB
Warhammer Online: Age of Reckoning,Role-Playing,2008,Other,0.02,86,7.9,EA,T,PC
Capcom Digital Collection,Action,2012,Capcom,0.02,65,5.3,Capcom,T,X360
Tom Clancy's Rainbow Six: Vegas 2,Shooter,2008,Ubisoft,0.02,78,7.3,Ubisoft,M,PC
DiRT,Racing,2007,Codemasters,0.02,84,7.3,Codemasters,E,PC
Tom Clancy's EndWar,Strategy,2009,Ubisoft,0.02,68,6.7,Ubisoft,T,PC
F1 Race Stars,Racing,2012,Codemasters,0.02,62,5.4,Codemasters,E,PC
Group S Challenge,Racing,2003,Capcom,0.02,57,6,Capcom,E,XB
The Lord of the Rings: The Battle for Middle-Earth II,Strategy,2006,Electronic Arts,0.02,84,7.5,EA,T,PC
FIFA Soccer 09,Sports,2008,Electronic Arts,0.02,77,6.8,EA,E,PC
Pro Evolution Soccer 2017,Sports,2016,Konami Digital Entertainment,0.02,69,3.7,Konami,E,PC
Blazing Angels: Squadrons of WWII,Simulation,2006,Ubisoft,0.02,65,4.6,Ubisoft,T,PC
Dynasty Warriors 8: Empires,Action,2015,Tecmo Koei,0.02,70,7.4,Omega Force,T,PSV
TOCA Race Driver 3,Racing,2006,Codemasters,0.02,84,7.8,Codemasters,E10+,PC
Tom Clancy's Splinter Cell Classic Trilogy HD,Action,2011,Ubisoft,0.02,67,6.8,Ubisoft,M,PS3
Marvel Avengers: Battle for Earth,Action,2012,Ubisoft,0.02,62,7.3,Ubisoft,T,X360
NHL 09,Sports,2008,Electronic Arts,0.02,62,4.1,EA,E10+,PC
NBA 07,Sports,2006,Sony Computer Entertainment,0.02,63,6.8,EA,E,PS2
Lost: Via Domus,Action,2008,Ubisoft,0.02,52,6,Ubisoft,T,PC
LEGO Star Wars II: The Original Trilogy,Action,2006,Activision,0.02,86,8.2,Traveller's Tales,E10+,PC
Colin McRae Rally 2005,Racing,2004,Codemasters,0.02,83,7.1,Codemasters,E,PC
Online Chess Kingdoms,Misc,2006,Konami Digital Entertainment,0.02,60,6.8,Konami,E,PSP
FIFA Soccer 08,Sports,2007,Electronic Arts,0.02,77,6.1,EA,E,PC
NBA 2K17,Sports,2016,Take-Two Interactive,0.01,90,6.3,Visual Concepts,E,PC
Rayman Raving Rabbids,Misc,2006,Ubisoft,0.01,58,7.6,Ubisoft,E,PC
Madden NFL 13,Sports,2012,Electronic Arts,0.01,83,5.5,EA,E,PS3
Doki-Doki Universe,Adventure,2013,Sony Computer Entertainment,0.01,66,5.7,EA,E10+,PSV
BattleForge,Strategy,2009,Electronic Arts,0.01,75,7,EA,T,PC
Pro Evolution Soccer 2010,Sports,2009,Konami Digital Entertainment,0.01,78,6.9,Konami,E,PC
