name,genre,year_of_release,publisher,sales,critic_score,user_score,developer,rating,platform
ESPN NBA Basketball,Sports,2003,Other,0.54,89,8.4,Visual Concepts,E,PS2
NHL 14,Sports,2013,Electronic Arts,0.54,81,5.9,EA,E10+,X360
Harry Potter and the Deathly Hallows - Part 1,Action,2010,Electronic Arts,0.54,41,5,EA,T,Wii
Time Crisis II,Shooter,2001,Other,0.53,81,7.9,Namco,T,PS2
NCAA March Madness 06,Sports,2005,Electronic Arts,0.53,78,9.1,EA,E,PS2
LEGO Dimensions,Action,2015,Warner Bros. Interactive Entertainment,0.53,62,6.5,Traveller's Tales,E10+,WiiU
NCAA March Madness 2005,Sports,2004,Electronic Arts,0.53,78,8.3,EA,E,PS2
MLB SlugFest 20-04,Sports,2003,Midway Games,0.53,78,8.3,Midway,E,PS2
Blitz: The League,Sports,2004,Midway Games,0.53,78,7.7,Midway,M,XB
Just Dance 2015,Misc,2014,Ubisoft,0.53,70,7.5,Ubisoft,E10+,XOne
The LEGO Movie Videogame,Action,2014,Warner Bros. Interactive Entertainment,0.53,69,6.9,TT Games,E10+,XOne
Peter Jackson's King Kong: The Official Game of the Movie,Action,2005,Ubisoft,0.53,82,8.5,Ubisoft,T,XB
Medal of Honor: European Assault,Shooter,2005,Electronic Arts,0.53,72,7,EA,T,XB
NBA 06,Sports,2005,Sony Computer Entertainment,0.53,63,6.3,EA,E,PS2
Magician's Quest: Mysterious Times,Role-Playing,2008,Konami Digital Entertainment,0.53,69,7.6,Konami,E10+,DS
ModNation Racers,Racing,2010,Sony Computer Entertainment,0.53,73,7.7,EA,E,PSP
WWE SmackDown vs. Raw 2010,Fighting,2009,Other,0.53,75,8.3,Yuke's,T,DS
Tom Clancy's Ghost Recon Advanced Warfighter 2,Shooter,2007,Ubisoft,0.53,61,6.4,Ubisoft,T,PSP
Michael Jackson: The Experience,Misc,2011,Ubisoft,0.52,66,8.4,Ubisoft,E10+,PS3
Tiger Woods PGA Tour 11,Sports,2010,Electronic Arts,0.52,79,7.8,EA,E,X360
NBA Live 08,Sports,2007,Electronic Arts,0.52,73,5.3,EA,E,X360
We Love Katamari,Puzzle,2005,Electronic Arts,0.52,86,8.9,Namco,E,PS2
NCAA Football 2003,Sports,2002,Electronic Arts,0.52,90,8.2,EA,E,XB
Madden NFL 07,Sports,2006,Electronic Arts,0.52,76,4.2,EA,E,PS3
LEGO Jurassic World,Action,2015,Warner Bros. Interactive Entertainment,0.52,71,8.1,TT Games,E10+,WiiU
NBA Live 09,Sports,2008,Electronic Arts,0.52,75,7.8,EA,E,PS3
Rory McIlroy PGA Tour,Action,2015,Electronic Arts,0.52,61,3.7,EA,E,PS4
Gun,Shooter,2005,Activision,0.52,79,7.8,Neversoft Entertainment,M,XB
Fight Night Round 3,Fighting,2006,Electronic Arts,0.52,74,8.1,EA,T,PSP
SSX On Tour,Sports,2005,Electronic Arts,0.52,80,7.9,EA,E,PS2
Tony Hawk's Pro Skater 3,Sports,2002,Activision,0.52,90,8,Vicarious Visions,E,GBA
The Sims 2: Open for Business,Simulation,2006,Electronic Arts,0.52,78,8.6,Maxis,T,PC
SimAnimals,Simulation,2009,Electronic Arts,0.52,70,7.5,EA,E,DS
NBA Live 2002,Sports,2001,Electronic Arts,0.52,81,8.8,EA,E,PS
Madden NFL 2004,Sports,2003,Electronic Arts,0.51,94,7.7,EA,E,GC
NBA Live 07,Sports,2006,Electronic Arts,0.51,64,7.5,EA,E,PSP
Major League Baseball 2K10,Sports,2010,Take-Two Interactive,0.51,76,7.6,Visual Concepts,E,X360
NBA Live 2004,Sports,2003,Electronic Arts,0.51,85,8.2,EA,E,XB
Pro Evolution Soccer 2010,Sports,2009,Konami Digital Entertainment,0.51,82,8.4,Konami,E,Wii
Ace Combat Zero: The Belkan War,Simulation,2006,Other,0.51,75,8.4,Namco,T,PS2
NHL 07,Sports,2006,Electronic Arts,0.51,76,4.6,EA,E10+,PS2
NBA Ballers,Sports,2004,Midway Games,0.51,82,8.1,Midway,E,XB
Tiger Woods PGA Tour 13,Sports,2012,Electronic Arts,0.51,77,5.6,EA,E,X360
NHL 09,Sports,2008,Electronic Arts,0.5,88,8.4,EA,E10+,X360
WWE SmackDown vs. RAW 2007,Fighting,2006,Other,0.5,81,7.8,Yuke's,T,X360
Lost: Via Domus,Action,2008,Ubisoft,0.5,54,6.9,Ubisoft,T,PS3
Pro Evolution Soccer 2012,Action,2011,Konami Digital Entertainment,0.5,78,6.6,Konami,E,X360
Major League Baseball 2K12,Sports,2012,Take-Two Interactive,0.5,68,6.4,Visual Concepts,E,X360
Dance Dance Revolution Universe 2,Simulation,2007,Konami Digital Entertainment,0.5,65,7.4,Konami,E10+,X360
Monster Hunter,Role-Playing,2004,Capcom,0.5,68,8.9,Capcom,T,PS2
NBA Street Homecourt,Sports,2007,Electronic Arts,0.5,80,8.2,EA,E,X360
Tony Hawk's Underground 2,Sports,2004,Activision,0.5,82,8.9,Neversoft Entertainment,T,GC
Madden NFL 07,Sports,2006,Electronic Arts,0.49,81,8,EA,E,Wii
Spider-Man 2,Action,2004,Activision,0.49,61,5,Vicarious Visions,E,DS
Dynasty Warriors: Gundam 2,Action,2008,Other,0.49,54,7,Omega Force,T,PS3
F1 2012,Racing,2012,Codemasters,0.49,84,6.9,Codemasters,E,X360
Tony Hawk's Project 8,Sports,2006,Activision,0.49,81,7.6,Neversoft Entertainment,T,X360
WWE Wrestlemania X8,Fighting,2002,Other,0.49,64,6.9,Yuke's,T,GC
Boogie,Misc,2007,Electronic Arts,0.49,57,5.3,EA,E10+,Wii
GoldenEye: Rogue Agent,Shooter,2004,Electronic Arts,0.49,61,7.2,EA,T,XB
Resident Evil: The Mercenaries 3D,Action,2011,Capcom,0.49,65,6.4,Capcom,M,3DS
Tales of Legendia,Role-Playing,2005,Other,0.49,72,7.7,Namco,T,PS2
FIFA Soccer 09,Sports,2008,Electronic Arts,0.49,84,6.1,EA,E,DS
Steel Diver,Action,2011,Nintendo,0.49,58,6.3,Nintendo,E10+,3DS
Far Cry 2,Action,2008,Ubisoft,0.48,85,5.8,Ubisoft,M,PC
NFL Street 2,Sports,2004,Electronic Arts,0.48,78,6.5,EA,E,XB
Skylanders: SuperChargers,Action,2015,Activision,0.48,87,5.6,Vicarious Visions,E10+,WiiU
Tiger Woods PGA Tour 07,Sports,2006,Electronic Arts,0.48,80,7.9,EA,E,X360
NHL 16,Sports,2015,Electronic Arts,0.48,80,6,EA,E10+,XOne
Tiger Woods PGA Tour 06,Sports,2005,Electronic Arts,0.48,81,5.1,EA,E,XB
FIFA World Cup Germany 2006,Sports,2006,Electronic Arts,0.48,72,6.6,EA,E,X360
Spider-Man 3,Platform,2007,Activision,0.47,53,5.3,Vicarious Visions,T,Wii
Street Fighter X Tekken,Fighting,2012,Capcom,0.47,83,4.4,Capcom,T,X360
FIFA Soccer 13,Action,2012,Electronic Arts,0.47,69,6.2,EA,E,WiiU
MySims Racing,Racing,2009,Electronic Arts,0.47,68,7.4,EA,E,Wii
The Sims 2: Pets,Simulation,2007,Electronic Arts,0.47,65,7.3,Maxis,T,Wii
L.A. Rush,Racing,2005,Midway Games,0.47,58,8,Midway,T,PS2
NBA Ballers: Phenom,Sports,2006,Midway Games,0.47,69,8.5,Midway,E,PS2
Need for Speed Carbon,Racing,2006,Electronic Arts,0.47,74,7.4,EA,E10+,XB
Emergency Heroes,Racing,2008,Ubisoft,0.47,41,4.2,Ubisoft,E10+,Wii
EA Sports UFC,Sports,2014,Electronic Arts,0.47,70,6.3,EA,T,XOne
Spider-Man 3,Platform,2007,Activision,0.47,79,6.5,Vicarious Visions,E10+,DS
One Piece: Pirate Warriors 3,Action,2015,Other,0.46,74,7.4,Omega Force,T,PS4
2010 FIFA World Cup South Africa,Sports,2010,Electronic Arts,0.46,69,7.4,EA,E,PSP
SimCity Creator,Simulation,2008,Electronic Arts,0.46,67,6.8,EA,E,Wii
Harry Potter and the Order of the Phoenix,Action,2007,Electronic Arts,0.46,69,7.2,EA,E10+,Wii
The Sims 3: Ambitions,Simulation,2010,Electronic Arts,0.46,74,7.3,EA,T,PC
NBA Live 07,Sports,2006,Electronic Arts,0.46,59,4.9,EA,E,X360
The Mark of Kri,Action,2002,Sony Computer Entertainment,0.46,80,7.9,EA,M,PS2
Crash Nitro Kart,Racing,2003,Other,0.46,77,8.3,Vicarious Visions,E,GBA
Boom Blox Bash Party,Puzzle,2009,Electronic Arts,0.46,86,8.4,EA,E,Wii
Brothers In Arms: D-Day,Shooter,2006,Ubisoft,0.46,65,9.1,Ubisoft,M,PSP
Just Dance 2014,Misc,2013,Ubisoft,0.45,71,7,Ubisoft,E10+,XOne
LEGO The Hobbit,Action,2014,Warner Bros. Interactive Entertainment,0.45,70,8.7,TT Games,E10+,X360
NFL Head Coach,Sports,2006,Electronic Arts,0.45,66,6.9,EA,E,PS2
NHL 2005,Sports,2004,Electronic Arts,0.45,75,8.3,EA,E,PS2
Star Wars Jedi Knight: Jedi Academy,Shooter,2003,Activision,0.45,76,8.7,Vicarious Visions,T,XB
Dynasty Warriors: Strikeforce,Action,2009,Other,0.45,65,6.8,Omega Force,T,PSP
Brain Challenge,Misc,2008,Ubisoft,0.45,68,7,Ubisoft,E,DS
Major League Baseball 2K11,Sports,2011,Take-Two Interactive,0.45,69,6.8,Visual Concepts,E,X360
Samurai Warriors: Xtreme Legends,Action,2004,Tecmo Koei,0.45,72,8.6,Omega Force,T,PS2
NBA Live 2005,Sports,2004,Electronic Arts,0.45,83,6.7,EA,E,GC
WWE Day of Reckoning,Fighting,2004,Other,0.45,79,9.1,Yuke's,T,GC
NBA Live 10,Sports,2009,Electronic Arts,0.45,80,7.7,EA,E,X360
Harry Potter and the Deathly Hallows - Part 1,Action,2010,Electronic Arts,0.45,38,5,EA,T,X360
Pro Evolution Soccer 2017,Sports,2016,Konami Digital Entertainment,0.45,85,7.6,Konami,E,PS4
Sled Storm,Racing,2002,Electronic Arts,0.45,73,7.7,EA,T,PS2
Watch Dogs,Action,2014,Ubisoft,0.45,77,4.7,Ubisoft,M,PC
Celebrity Sports Showdown,Sports,2008,Electronic Arts,0.45,50,4.6,EA,E,Wii
Tiger Woods PGA Tour 2003,Sports,2002,Electronic Arts,0.44,88,8.5,EA,E,XB
Tony Hawk's Proving Ground,Sports,2007,Activision,0.44,73,6.6,Neversoft Entertainment,T,PS3
LEGO Star Wars II: The Original Trilogy,Action,2006,Other,0.44,85,8.6,Traveller's Tales,E10+,XB
Dance Dance Revolution: Hottest Party 3,Simulation,2009,Konami Digital Entertainment,0.44,66,8.2,Konami,E10+,Wii
FIFA Soccer 13,Action,2012,Electronic Arts,0.44,57,4.1,EA,E,PSV
Samurai Warriors 3,Action,2009,Nintendo,0.44,55,7.2,Omega Force,T,Wii
Classic NES Series: Metroid,Adventure,2004,Nintendo,0.43,58,8.6,Nintendo,E,GBA
Band Hero,Misc,2009,Activision,0.43,65,7,Vicarious Visions,E10+,DS
SSX Tricky,Sports,2001,Electronic Arts,0.43,88,8.5,EA,E,XB
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",Action,2005,Other,0.43,68,8.4,Traveller's Tales,T,PS2
NCAA Football 2004,Sports,2003,Electronic Arts,0.43,88,8.8,EA,E,XB
Lego Batman 3: Beyond Gotham,Action,2014,Warner Bros. Interactive Entertainment,0.43,74,7.1,TT Games,E10+,XOne
MLB 14: The Show,Sports,2014,Other,0.43,81,6.8,EA,E,PS3
OkamiDen,Adventure,2010,Capcom,0.43,82,7.9,Capcom,E10+,DS
Just Dance 4,Misc,2012,Ubisoft,0.43,77,7.1,Ubisoft,E10+,PS3
Castlevania: Dawn of Sorrow,Platform,2005,Konami Digital Entertainment,0.43,89,8.5,Konami,T,DS
Rayman Legends,Platform,2013,Ubisoft,0.43,90,8.2,Ubisoft,E10+,X360
Madden NFL 2003,Sports,2002,Electronic Arts,0.43,92,8.5,EA,E,GC
NBA Street,Sports,2002,Electronic Arts,0.42,88,8.6,EA,E,GC
Def Jam Icon,Action,2007,Electronic Arts,0.42,68,4.4,EA,M,PS3
2014 FIFA World Cup Brazil,Sports,2014,Electronic Arts,0.42,74,4.4,EA,E,X360
Mega Man Battle Network,Role-Playing,2001,Capcom,0.42,79,8.9,Capcom,E,GBA
Medal of Honor: Rising Sun,Shooter,2003,Electronic Arts,0.42,68,6.4,EA,T,GC
Tony Hawk's American Wasteland,Sports,2005,Activision,0.42,76,7.7,Neversoft Entertainment,T,GC
2010 FIFA World Cup South Africa,Sports,2010,Electronic Arts,0.42,70,6.7,EA,E,Wii
NASCAR Kart Racing,Racing,2009,Electronic Arts,0.42,70,8.1,EA,E,Wii
James Bond 007: Everything or Nothing,Shooter,2004,Electronic Arts,0.42,84,8.2,EA,T,GC
NBA Live 06,Sports,2005,Electronic Arts,0.42,80,7.6,EA,E,PSP
MLB 08: The Show,Sports,2008,Sony Computer Entertainment,0.42,84,7.3,EA,E,PS2
Harry Potter and the Goblet of Fire,Action,2005,Electronic Arts,0.42,69,6.3,EA,E10+,GC
Mega Man X6,Action,2001,Capcom,0.42,65,6.8,Capcom,E,PS
Castlevania: Curse of Darkness,Action,2005,Konami Digital Entertainment,0.42,70,7.5,Konami,M,PS2
Mega Man Legends 2,Adventure,2000,Capcom,0.42,76,8.8,Capcom,E,PS
Blazing Angels: Squadrons of WWII,Simulation,2006,Ubisoft,0.42,66,7.9,Ubisoft,T,X360
Just Dance 2014,Misc,2013,Ubisoft,0.41,75,5.5,Ubisoft,E10+,PS4
EA Sports UFC 2,Sports,2016,Electronic Arts,0.41,76,6,EA,T,XOne
Tom Clancy's Rainbow Six: Lockdown,Shooter,2005,Ubisoft,0.41,74,6.6,Ubisoft,M,XB
Castlevania: The Dracula X Chronicles,Platform,2007,Konami Digital Entertainment,0.41,80,7.8,Konami,T,PSP
Tom Clancy's HAWX 2,Action,2010,Ubisoft,0.41,70,6.8,Ubisoft,T,PS3
LEGO Dimensions,Action,2015,Warner Bros. Interactive Entertainment,0.41,80,6.9,Traveller's Tales,E10+,XOne
NHL 15,Sports,2014,Electronic Arts,0.41,59,3.2,EA,E10+,XOne
Medal of Honor Heroes 2,Shooter,2007,Electronic Arts,0.41,73,7.6,EA,T,Wii
Mortal Kombat: Deadly Alliance,Fighting,2002,Midway Games,0.41,81,8.7,Midway,M,GC
Disney's Tarzan Untamed,Platform,2001,Ubisoft,0.41,59,7.1,Ubisoft,E,PS2
Knockout Kings 2001,Fighting,2000,Electronic Arts,0.41,84,8.5,EA,T,PS
From Russia With Love,Action,2005,Electronic Arts,0.41,69,7.6,EA,T,PS2
Beowulf: The Game,Action,2007,Ubisoft,0.4,51,4.7,Ubisoft,M,X360
NBA Jam,Sports,2010,Electronic Arts,0.4,79,8.5,EA,E,Wii
Metal Gear Solid: The Legacy Collection,Adventure,2013,Konami Digital Entertainment,0.4,93,9,Konami,M,PS3
Gauntlet: Seven Sorrows,Role-Playing,2005,Midway Games,0.4,59,5.7,Midway,T,PS2
Harry Potter: Quidditch World Cup,Sports,2003,Electronic Arts,0.4,68,8.5,EA,E,GC
The Chronicles of Narnia: Prince Caspian,Action,2008,Other,0.4,67,7,Traveller's Tales,T,PS2
FIFA 14,Sports,2013,Electronic Arts,0.4,87,4.6,EA,E,PC
Marvel: Ultimate Alliance,Role-Playing,2006,Activision,0.4,73,7.3,Vicarious Visions,T,Wii
FIFA Soccer 13,Action,2012,Electronic Arts,0.4,86,6.6,EA,E,PC
The Urbz: Sims in the City,Simulation,2004,Electronic Arts,0.4,73,8.4,Maxis,T,GC
WWE SmackDown! vs. RAW 2006,Fighting,2005,Other,0.4,81,8.5,Yuke's,T,PSP
NBA Live 2002,Sports,2001,Electronic Arts,0.4,76,7.5,EA,E,XB
Spore Hero,Simulation,2009,Electronic Arts,0.4,61,7.1,Maxis,E10+,Wii
Castlevania: Portrait of Ruin,Platform,2006,Konami Digital Entertainment,0.4,85,8.3,Konami,T,DS
Rumble Roses,Fighting,2004,Konami Digital Entertainment,0.39,66,8.5,Yuke's,M,PS2
LEGO The Lord of the Rings,Action,2012,Warner Bros. Interactive Entertainment,0.39,61,7.6,TT Games,E10+,3DS
Legends of WrestleMania,Fighting,2009,Other,0.39,71,6.3,Yuke's,T,X360
Harry Potter and the Deathly Hallows - Part 1,Action,2010,Electronic Arts,0.39,38,2.8,EA,T,PS3
NBA Jam,Sports,2010,Electronic Arts,0.39,71,5.7,EA,E,PS3
NBA Jam,Sports,2010,Electronic Arts,0.39,75,7,EA,E,X360
Madden NFL Football,Sports,2011,Electronic Arts,0.39,49,5.3,EA,E,3DS
Donkey Konga 2,Misc,2004,Nintendo,0.39,69,6,Namco,T,GC
SSX 3,Sports,2003,Electronic Arts,0.39,92,8.7,EA,E,XB
Combat of Giants: Dinosaurs 3D,Strategy,2011,Ubisoft,0.39,44,5.3,Ubisoft,E10+,3DS
Skylanders SWAP Force,Platform,2013,Activision,0.39,79,5.2,Vicarious Visions,E10+,PS4
Monopoly Streets,Misc,2010,Electronic Arts,0.39,64,6.1,EA,E,PS3
Chessmaster,Misc,2003,Ubisoft,0.39,79,7.3,Ubisoft,E,PS2
The Sims 2,Simulation,2005,Electronic Arts,0.39,58,7.5,Maxis,E10+,GBA
Auto Modellista,Racing,2002,Capcom,0.39,66,7.5,Capcom,E,PS2
Just Dance 2015,Misc,2014,Ubisoft,0.39,72,5.8,Ubisoft,E10+,PS4
Samurai Warriors Chronicles,Action,2011,Tecmo Koei,0.39,61,7.7,Omega Force,T,3DS
EA Sports Active 2,Sports,2010,Electronic Arts,0.39,68,5.4,EA,E,X360
ESPN College Hoops 2K5,Sports,2004,Other,0.38,86,8.3,Visual Concepts,E,XB
NCAA Football 08,Sports,2007,Electronic Arts,0.38,77,7.9,EA,E,PS3
Marvel Nemesis: Rise of the Imperfects,Fighting,2005,Electronic Arts,0.38,54,5.7,EA,T,GC
Battlefield 1,Shooter,2016,Electronic Arts,0.38,88,7.6,EA,M,PC
SSX 3,Sports,2003,Electronic Arts,0.38,92,8.7,EA,E,GC
Ghost Trick: Phantom Detective,Adventure,2010,Capcom,0.38,83,9,Capcom,T,DS
The Dog Island,Adventure,2007,Ubisoft,0.38,70,8.1,Yuke's,E,Wii
Dance Dance Revolution Ultramix 3,Simulation,2005,Konami Digital Entertainment,0.38,75,8.6,Konami,E10+,XB
Pro Evolution Soccer 2011 3D,Sports,2011,Konami Digital Entertainment,0.38,73,6.7,Konami,E,3DS
Just Dance 2014,Misc,2013,Ubisoft,0.38,77,7.1,Ubisoft,E10+,PS3
Wii Sports Club,Sports,2014,Nintendo,0.38,68,7,Nintendo,E10+,WiiU
Harry Potter and the Prisoner of Azkaban,Action,2004,Electronic Arts,0.38,67,7.3,EA,E,GC
Skylanders Giants,Action,2012,Activision,0.37,80,6.9,Vicarious Visions,E10+,WiiU
GRID 2,Racing,2013,Codemasters,0.37,82,6.6,Codemasters,E,PS3
NBA 2K7,Sports,2006,Take-Two Interactive,0.37,80,7.4,Visual Concepts,E,PS3
Just Dance 4,Misc,2012,Ubisoft,0.37,66,7.8,Ubisoft,E10+,WiiU
Trivial Pursuit,Misc,2009,Electronic Arts,0.37,66,6.4,EA,E,X360
EA Sports MMA,Fighting,2010,Electronic Arts,0.37,77,6.9,EA,T,PS3
Tiger Woods PGA Tour 14,Sports,2013,Electronic Arts,0.37,74,3.8,EA,E,PS3
Skate,Sports,2007,Electronic Arts,0.37,85,8.2,EA,T,PS3
Prince of Persia: The Forgotten Sands,Action,2010,Ubisoft,0.37,65,7.4,Ubisoft,T,PSP
DiRT 2,Racing,2009,Codemasters,0.37,51,5.5,Codemasters,E10+,Wii
Pac-Man World 2,Action,2002,Nintendo,0.37,74,8.3,Namco,E,GC
DiRT Rally,Racing,2016,Codemasters,0.37,85,8.1,Codemasters,E,PS4
NFL Street 2 Unleashed,Sports,2005,Electronic Arts,0.37,73,7.4,EA,E,PSP
FIFA Street 2,Sports,2006,Electronic Arts,0.37,59,7.7,EA,E,PS2
Harry Potter and the Order of the Phoenix,Action,2007,Electronic Arts,0.37,52,7.6,EA,E10+,PSP
Marvel: Ultimate Alliance,Role-Playing,2006,Activision,0.37,81,7.5,Vicarious Visions,T,PSP
The Sims 2: Castaway,Simulation,2007,Electronic Arts,0.37,71,8,EA,T,PS2
NCAA Football 07,Sports,2006,Electronic Arts,0.37,75,7.9,EA,E,PSP
GoldenEye: Rogue Agent,Shooter,2004,Electronic Arts,0.36,60,6.7,EA,T,GC
Castlevania: Order of Ecclesia,Platform,2008,Konami Digital Entertainment,0.36,85,8.7,Konami,T,DS
Tom Clancy's HAWX 2,Action,2010,Ubisoft,0.36,68,6.3,Ubisoft,T,X360
NBA 2K6,Action,2005,Take-Two Interactive,0.36,84,8.7,Visual Concepts,E,XB
The Chronicles of Narnia: Prince Caspian,Action,2008,Other,0.36,63,7.1,Traveller's Tales,T,Wii
Just Dance 2016,Misc,2015,Ubisoft,0.36,73,6.8,Ubisoft,E10+,PS4
ESPN NFL Football,Sports,2003,Other,0.36,91,8.9,Visual Concepts,E,XB
TMNT,Action,2007,Ubisoft,0.36,60,5.9,Ubisoft,E10+,Wii
Watch Dogs 2,Action,2016,Ubisoft,0.36,83,7.7,Ubisoft,M,XOne
ESPN: Sports Connection,Sports,2012,Ubisoft,0.36,31,2.7,Ubisoft,E,WiiU
Suikoden V,Role-Playing,2006,Konami Digital Entertainment,0.35,76,7.6,Konami,T,PS2
Tiger Woods PGA Tour 14,Sports,2013,Electronic Arts,0.35,77,6.2,EA,E,X360
Batman: Rise of Sin Tzu,Action,2003,Ubisoft,0.35,63,8.3,Ubisoft,T,PS2
Assassin's Creed III,Action,2012,Ubisoft,0.35,85,7.1,Ubisoft,M,WiiU
Toukiden: The Age of Demons,Action,2013,Tecmo Koei,0.35,71,8,Omega Force,T,PSV
Need for Speed Carbon,Racing,2006,Electronic Arts,0.35,75,7.8,EA,E10+,GC
EA Sports MMA,Fighting,2010,Electronic Arts,0.35,79,7,EA,T,X360
Tom Clancy's Rainbow Six: Lockdown,Shooter,2005,Ubisoft,0.35,70,6.9,Ubisoft,M,PS2
LEGO Marvel's Avengers,Action,2016,Warner Bros. Interactive Entertainment,0.35,71,5.1,TT Games,E10+,XOne
Mirror's Edge Catalyst,Platform,2016,Electronic Arts,0.35,69,4.7,EA,T,PS4
NFL Street,Sports,2004,Electronic Arts,0.35,81,8,EA,E,GC
MLB 06: The Show,Sports,2006,Sony Computer Entertainment,0.35,83,8.5,EA,E,PSP
Tiger Woods PGA Tour 12: The Masters,Sports,2011,Electronic Arts,0.34,85,6.7,EA,E,Wii
Def Jam Icon,Action,2007,Electronic Arts,0.34,69,6.3,EA,M,X360
Dynasty Warriors 5 Empires,Action,2006,Tecmo Koei,0.34,62,9.1,Omega Force,T,PS2
WWE '12,Fighting,2011,Other,0.34,74,5.2,Yuke's,T,Wii
Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,Adventure,2004,Other,0.34,65,8.6,Capcom,E10+,PS2
WWE Day of Reckoning 2,Fighting,2005,Other,0.34,76,6,Yuke's,T,GC
The Urbz: Sims in the City,Simulation,2004,Electronic Arts,0.34,70,6.5,Maxis,T,XB
Rayman Legends,Platform,2014,Ubisoft,0.34,91,7.9,Ubisoft,E10+,XOne
Monopoly,Misc,2008,Electronic Arts,0.34,54,6.7,EA,E,PS3
SimCity Creator,Simulation,2008,Electronic Arts,0.34,69,7.3,EA,E,DS
MVP 06 NCAA Baseball,Sports,2006,Electronic Arts,0.34,75,8.6,EA,E,XB
Tom Clancy's Ghost Recon: Shadow Wars,Strategy,2011,Ubisoft,0.34,77,7.9,Ubisoft,T,3DS
Teenage Mutant Ninja Turtles,Action,2003,Konami Digital Entertainment,0.34,57,8,Konami,E,GC
Dynasty Warriors 6 Empires,Action,2009,Tecmo Koei,0.34,62,7,Omega Force,T,PS3
Dynasty Warriors: Gundam 2,Action,2008,Other,0.34,52,6.5,Omega Force,T,PS2
Tom Clancy's Ghost Recon Advanced Warfighter,Shooter,2006,Ubisoft,0.33,66,6,Ubisoft,T,XB
NHL 09,Sports,2008,Electronic Arts,0.33,88,7.7,EA,E10+,PS3
NHL 17,Sports,2016,Electronic Arts,0.33,78,5.8,EA,E10+,PS4
NCAA Basketball 10,Sports,2009,Electronic Arts,0.33,75,7.8,EA,E,PS3
Harry Potter and the Deathly Hallows - Part 2,Action,2011,Electronic Arts,0.33,44,5.4,EA,T,X360
WWE Wrestlemania XIX,Fighting,2003,Other,0.33,76,8.7,Yuke's,T,GC
The Sims 2,Simulation,2005,Electronic Arts,0.33,73,8.3,Maxis,T,GC
Klonoa 2: Lunatea's Veil,Platform,2001,Sony Computer Entertainment,0.33,91,9.1,Namco,E,PS2
LEGO Batman 2: DC Super Heroes,Action,2012,Warner Bros. Interactive Entertainment,0.33,62,6.7,TT Games,E10+,PSV
Street Fighter Alpha 3 MAX,Fighting,2006,Capcom,0.33,80,8,Capcom,T,PSP
MLB 09: The Show,Sports,2009,Sony Computer Entertainment,0.33,79,7.5,EA,E,PS2
Classic NES Series: Castlevania,Platform,2004,Nintendo,0.33,74,8.6,Konami,E,GBA
Fight Night Round 3,Fighting,2006,Electronic Arts,0.33,83,9,EA,T,XB
Naruto: Rise of a Ninja,Action,2007,Ubisoft,0.33,78,8.6,Ubisoft,T,X360
Harry Potter and the Deathly Hallows - Part 2,Action,2011,Electronic Arts,0.33,47,6.6,EA,T,Wii
MLB 08: The Show,Sports,2008,Sony Computer Entertainment,0.33,83,8.4,EA,E,PSP
MVP Baseball 2005,Sports,2005,Electronic Arts,0.33,88,8.7,EA,E,GC
SSX Blur,Sports,2007,Electronic Arts,0.33,74,8.1,EA,E,Wii
Harry Potter and the Half-Blood Prince,Action,2009,Electronic Arts,0.33,66,7.1,EA,E10+,PS3
Elebits,Action,2006,Konami Digital Entertainment,0.32,75,7.4,Konami,E,Wii
Just Dance 2016,Misc,2015,Ubisoft,0.32,66,6.1,Ubisoft,E10+,XOne
NBA Street V3,Sports,2005,Electronic Arts,0.32,89,8.9,EA,E,XB
Silent Hill: Downpour,Action,2012,Konami Digital Entertainment,0.32,68,7.3,Konami,M,X360
Dance Dance Revolution Universe,Simulation,2007,Konami Digital Entertainment,0.32,74,8.8,Konami,E10+,X360
Tony Hawk's American Wasteland,Sports,2005,Activision,0.32,75,7.2,Neversoft Entertainment,T,X360
Prince of Persia: The Sands of Time,Action,2003,Ubisoft,0.32,92,8.4,Ubisoft,T,GC
Harry Potter and the Deathly Hallows - Part 2,Action,2011,Electronic Arts,0.32,43,5.7,EA,T,PS3
FIFA Street 3,Sports,2008,Electronic Arts,0.32,63,6.9,EA,E,PS3
FIFA 2001 Major League Soccer,Sports,2000,Electronic Arts,0.32,85,7.8,EA,E,PS
Operation Flashpoint: Red River,Shooter,2011,Codemasters,0.32,67,6.3,Codemasters,M,PS3
DiRT 2,Racing,2009,Sony Computer Entertainment,0.32,55,5.7,Codemasters,E10+,PSP
Frogger's Adventures: The Rescue,Platform,2003,Konami Digital Entertainment,0.32,59,8.5,Konami,E,PS2
Army of Two: The 40th Day,Shooter,2010,Electronic Arts,0.32,49,6,EA,M,PSP
Shaun White Snowboarding,Sports,2008,Ubisoft,0.32,70,7.5,Ubisoft,E10+,PSP
NBA 2K3,Sports,2002,Other,0.32,87,7.9,Visual Concepts,E,XB
FIFA Street 3,Sports,2008,Electronic Arts,0.32,63,6.9,EA,E,X360
Marvel Nemesis: Rise of the Imperfects,Fighting,2005,Electronic Arts,0.32,58,8.7,EA,T,PSP
Dynasty Warriors 4 Empires,Action,2004,Tecmo Koei,0.32,71,8.8,Omega Force,T,PS2
F1 Race Stars,Racing,2012,Codemasters,0.32,61,5.6,Codemasters,E,PS3
